Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Unprovoked,United States,Alabama,Swimming,M,,Yes,October,1894,Unknown,Unspecified / Multiple
Unprovoked,United States,Virginia,Swimming,M,,No,September,1894,Unknown,Leg / Foot
Unprovoked,Fiji,Vita Levu,Fishing,F,,No,September,1894,Unknown,Leg / Foot
Provoked,United States,Texas,Fishing,M,,No,September,1894,Unknown,Leg / Foot
Unprovoked,United States,New York,Swimming,F,,Unknown,August,1894,Tiger Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,,No,August,1894,Unknown,Leg / Foot
Unprovoked,France,Provence,Fishing,M,,Yes,July,1894,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,,Unknown,June,1894,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Western Cape Province,Swimming,M,,Yes,June,1894,Unknown,Unspecified / Multiple
Unprovoked,United States,North Carolina,Swimming,M,,No,June,1894,Unknown,Leg / Foot
Unprovoked,Mexico,Bay of Campeche,Other,M,,Yes,June,1894,Great White Shark,Unspecified / Multiple
Unprovoked,Bermuda,Rangoon,Swimming,F,,Yes,April,1894,Unknown,Unspecified / Multiple
Unprovoked,Bermuda,Rangoon,Swimming,F,,Yes,April,1894,Unknown,Unspecified / Multiple
Unprovoked,India,Bay of Bengal,Other,M,,Yes,October,1893,Unknown,Unspecified / Multiple
Unconfirmed,Croatia,Primorje-Gorski Kotar County,Other,,,Unknown,October,1893,Unknown,Unspecified / Multiple
Sea Disaster,Philippines,Luzon Island,Boating,M,,Yes,July,1893,Unknown,Unspecified / Multiple
Unprovoked,Nigeria,Bayelsa State,Other,M,,Yes,June,1893,Unknown,Unspecified / Multiple
Unprovoked,Lebanon,,Other,M,,Yes,June,1893,Unknown,Unspecified / Multiple
Unprovoked,Fiji,,Other,F,,Yes,May,1893,Unknown,Unspecified / Multiple
Unprovoked,Cuba,Havana Province,Other,M,,Yes,May,1893,Unknown,Unspecified / Multiple
Unprovoked,British Indian Ocean Territory,,Swimming,M,,No,April,1893,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,,No,April,1893,Unknown,Leg / Foot
Unconfirmed,Australia,Tasmania,Swimming,M,,Unknown,April,1893,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,South Island?,Swimming,M,,Yes,January,1893,Unknown,Unspecified / Multiple
Unprovoked,French Polynesia,,Other,M,,Yes,January,1893,Unknown,Unspecified / Multiple
Unprovoked,Egypt,Mediterranean Sea,Unknown,,,Unknown,,1893,Unknown,Unspecified / Multiple
Unprovoked,British Indian Ocean Territory,,Other,M,15,Yes,December,1892,Unknown,Unspecified / Multiple
Unprovoked,Australia,Norfolk Island,Fishing,M,,No,November,1892,Unknown,Arm
Unprovoked,Australia,Queensland,Swimming,F,,No,November,1892,Unknown,Leg / Foot
Unprovoked,United States,Texas,Unknown,M,,No,September,1892,Unknown,Hand / Fingers
Unconfirmed,France,Brittany,Fishing,,,Unknown,June,1892,Unknown,Unspecified / Multiple
Unprovoked,Cuba,Havana Province,Swimming,M,,Yes,June,1892,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,May,1892,Unknown,Leg / Foot
Unprovoked,Bahamas,Out Islands,Other,M,,Yes,April,1892,Great White Shark,Leg / Foot
Unprovoked,British Indian Ocean Territory,,Other,M,,Yes,March,1892,Unknown,Unspecified / Multiple
Provoked,Australia,New South Wales,Fishing,M,21,No,March,1892,Great White Shark,Leg / Foot
Provoked,Australia,Torres Strait,Diving,M,,Yes,,1892,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,No,December,1891,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Swimming,M,,No,December,1891,Unknown,Hand / Fingers
Unprovoked,Martinique,,Other,M,,No,November,1891,Unknown,Unspecified / Multiple
Sea Disaster,Kiribati,Line Islands,Other,,,Yes,September,1891,Unknown,Leg / Foot
Unprovoked,Canada,Nova Scotia,Other,M,,Yes,August,1891,Unknown,Unspecified / Multiple
Provoked,United States,New Jersey,Boating,M,,No,August,1891,Unknown,Unspecified / Multiple
Unconfirmed,United States,Virginia,Fishing,M,,Unknown,June,1891,Unknown,Unspecified / Multiple
Unprovoked,Paraguay,,Other,,,Yes,March,1891,Unknown,Unspecified / Multiple
Unprovoked,Jamaica,Kingston Parish,Other,M,,Yes,January,1891,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Queensland,Swimming,,,Unknown,December,1890,Unknown,Unspecified / Multiple
Unprovoked,Guinea,Woodlark Islands,Other,M,18,No,December,1890,Unknown,Arm
Unprovoked,British Indian Ocean Territory,,Other,M,,Yes,October,1890,Unknown,Unspecified / Multiple
Provoked,United States,New Jersey,Fishing,,,No,August,1890,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Connecticut,Swimming,M,,No,August,1890,Unknown,Arm
Unprovoked,Samoa,Upolu Island,Swimming,M,,No,August,1890,Unknown,Leg / Foot
Unprovoked,Croatia,,Swimming,M,,No,,1890,Unknown,Leg / Foot
Unprovoked,Peru,,Other,M,,No,June,1890,Unknown,Leg / Foot
Unprovoked,Egypt,,Swimming,M,,Yes,June,1890,Unknown,Unspecified / Multiple
Unconfirmed,South Africa,Eastern Cape Province,Unknown,M,,Unknown,May,1890,Unknown,Body / Abdomen
Unconfirmed,Iceland,,Diving,M,,Yes,March,1890,Unknown,Unspecified / Multiple
Watercraft,Malta,Munxar Reef,Fishing,M,,Yes,February,1890,Unknown,Unspecified / Multiple
Unprovoked,Australia,Tasmania,Swimming,M,,No,,1890,Sevengill Shark,Unspecified / Multiple
Unprovoked,India,Tamil Nadu,Diving,M,,Unknown,,1890,Unknown,Unspecified / Multiple
Unprovoked,India,Tamil Nadu,Diving,M,,Unknown,,1890,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,Yes,,1890,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,,Yes,,1890,Unknown,Leg / Foot
Unconfirmed,Greece,Northern Peloponnese,Unknown,,,Unknown,November,1889,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Other,M,,Yes,November,1889,Unknown,Unspecified / Multiple
Unconfirmed,United States,Hawaii,Other,M,,Unknown,November,1889,Unknown,Unspecified / Multiple
Unprovoked,India,Tamil Nadu,Swimming,M,,Yes,October,1889,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,,Yes,July,1889,Unknown,Leg / Foot
Unprovoked,United States,Texas,Fishing,M,,No,July,1889,Great White Shark,Leg / Foot
Unprovoked,Australia,Victoria,Other,M,,Yes,July,1889,Unknown,Unspecified / Multiple
Provoked,United States,Florida,Fishing,,,No,January,1889,Unknown,Unspecified / Multiple
Unprovoked,Sierra Leone,Western Area,Boating,M,,Yes,January,1889,Unknown,Unspecified / Multiple
Unprovoked,India,Between Perth & Colombo,Swimming,M,,No,December,1888,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Swimming,M,11,Yes,December,1888,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Other,M,,Yes,December,1888,Unknown,Unspecified / Multiple
Unprovoked,Croatia,Primorje-Gorski Kotar County,Unknown,,,Yes,October,1888,Tiger Shark,Unspecified / Multiple
Sea Disaster,Canada,Nova Scotia,Swimming,M,,Yes,August,1888,Unknown,Unspecified / Multiple
Watercraft,United States,New York,Boating,,,No,August,1888,Unknown,Unspecified / Multiple
Unconfirmed,Jamaica,,Swimming,M,,Unknown,July,1888,Unknown,Unspecified / Multiple
Sea Disaster,India,Gujarat,Other,M,,Yes,July,1888,Unknown,Unspecified / Multiple
Unconfirmed,Croatia,Lukovo,Unknown,,,Unknown,July,1888,Unknown,Unspecified / Multiple
Watercraft,Australia,Victoria,Fishing,,,No,June,1888,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Victoria,Other,M,,Unknown,June,1888,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,South Island,Swimming,M,,No,February,1888,Unknown,Arm
Unprovoked,South Africa,Eastern Cape Province,Other,M,,Yes,February,1888,Unknown,Unspecified / Multiple
Watercraft,Australia,New South Wales,Swimming,M,,No,January,1888,Unknown,Unspecified / Multiple
Unprovoked,Libya,Mediterranean Sea,Diving,M,,No,,1888,Unknown,Hand / Fingers
Unprovoked,Honduras,Cortés,Other,M,33,Yes,December,1887,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Unknown,M,,Yes,December,1887,Bull Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,Yes,October,1887,Unknown,Unspecified / Multiple
Sea Disaster,Bahamas,,Other,M,,Yes,October,1887,Unknown,Unspecified / Multiple
Unconfirmed,Croatia,Primorje-Gorski Kotar County,Unknown,,,Unknown,September,1887,Unknown,Unspecified / Multiple
Unprovoked,Italy,,Swimming,M,,No,September,1887,Unknown,Leg / Foot
Sea Disaster,,Gulf of California,Other,M,,Yes,July,1887,Unknown,Unspecified / Multiple
Watercraft,Australia,South Australia,Swimming,,,No,March,1887,Great White Shark,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,Yes,February,1887,Unknown,Unspecified / Multiple
Provoked,South Africa,Western Cape Province,Unknown,,,No,February,1887,Tiger Shark,Unspecified / Multiple
Sea Disaster,Brazil,Alagoas,Other,M,,Yes,January,1887,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,13,Yes,January,1887,Unknown,Leg / Foot
Sea Disaster,British Indian Ocean Territory,"Somewhere between Philadelphia and Hiogo, Japan",Other,M,,No,,1887,Unknown,Leg / Foot
Watercraft,United States,New Jersey,Unknown,M,,No,August,1886,Great White Shark,Unspecified / Multiple
Provoked,United States,New Jersey,Other,,,No,August,1886,Unknown,Unspecified / Multiple
Watercraft,United States,New Jersey,Swimming,M,,No,August,1886,Unknown,Unspecified / Multiple
Unprovoked,United States,Mississippi,Swimming,M,45,No,July,1886,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,18,Yes,June,1886,Unknown,Unspecified / Multiple
Unconfirmed,United States,Hawaii,Fishing,F,,Unknown,June,1886,Unknown,Body / Abdomen
Unprovoked,New Caledonia,South Province,Swimming,M,,Yes,May,1886,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Surfing,M,,No,April,1886,Unknown,Arm
Unconfirmed,New Zealand,South Island,Other,M,,Unknown,April,1886,Unknown,Unspecified / Multiple
Unconfirmed,New Zealand,South Island,Swimming,M,,Unknown,March,1886,Unknown,Leg / Foot
Unconfirmed,Australia,New South Wales,Other,M,,Unknown,March,1886,Unknown,Body / Abdomen
Watercraft,Australia,Victoria,Fishing,M,,No,February,1886,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Diving,M,,No,January,1886,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Diving,M,,No,January,1886,Unknown,Leg / Foot
Unprovoked,South Africa,Western Cape Province,Swimming,M,,Yes,January,1886,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Boating,M,,No,,1886,Unknown,Leg / Foot
Watercraft,Australia,Queensland,Unknown,,,No,November,1885,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Swimming,M,,No,November,1885,Unknown,Leg / Foot
Unprovoked,British Indian Ocean Territory,,Other,M,,Yes,August,1885,Unknown,Unspecified / Multiple
Sea Disaster,United States,Hawaii,Other,M,,No,July,1885,Unknown,Arm
Sea Disaster,United States,Hawaii,Other,M,,No,July,1885,Unknown,Body / Abdomen
Sea Disaster,United States,Hawaii,Other,M,,Yes,July,1885,Unknown,Unspecified / Multiple
Unprovoked,,,Swimming,M,,Yes,April,1885,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,April,1885,Unknown,Leg / Foot
Unprovoked,South Africa,KwaZulu-Natal,Fishing,M,,No,March,1885,Bull Shark,Unspecified / Multiple
Sea Disaster,Australia,South Australia,Swimming,M,,Yes,December,1884,Great White Shark,Unspecified / Multiple
Provoked,France,Côte d'Azur,Unknown,F,,Yes,December,1884,Great White Shark,Leg / Foot
Unprovoked,United States,New Jersey,Other,M,,No,August,1884,Unknown,Hand / Fingers
Unconfirmed,United States,New York,Swimming,M,,Unknown,August,1884,Unknown,Unspecified / Multiple
Unprovoked,Brazil,,Other,M,,Yes,April,1884,Unknown,Unspecified / Multiple
Unprovoked,South Africa,Eastern Cape Province,Swimming,M,,Yes,January,1884,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Other,F,,Yes,January,1884,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,21,Yes,December,1883,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Other,M,,Yes,December,1883,Unknown,Unspecified / Multiple
Unprovoked,Uruguay,Maldonado coast,Other,M,,Yes,October,1883,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Other,M,,Yes,October,1883,Unknown,Unspecified / Multiple
Unprovoked,Australia,Tasmania,Swimming,M,,Yes,September,1883,Unknown,Unspecified / Multiple
Provoked,Georgia,,Fishing,M,,No,July,1883,Great White Shark,Leg / Foot
Unprovoked,Australia,Northern Territory,Diving,M,,No,February,1883,Unknown,Arm
Unprovoked,Australia,Northern Territory,Diving,M,,Yes,February,1883,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,37,Yes,January,1883,Unknown,Unspecified / Multiple
Unprovoked,British Indian Ocean Territory,,Fishing,M,,Yes,,1883,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,Yes,,1883,Unknown,Unspecified / Multiple
Unconfirmed,United States,South Carolina,Unknown,M,,Unknown,,1883,Unknown,Arm
Unprovoked,United States,South Carolina,Unknown,M,,Yes,,1883,Unknown,Unspecified / Multiple
Provoked,New Zealand,South Island,Other,M,,No,December,1882,Oceanic Whitetip Shark,Hand / Fingers
Unprovoked,New Zealand,North Island,Swimming,M,,No,November,1882,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Swimming,M,,No,November,1882,Unknown,Leg / Foot
Unprovoked,Japan,,Fishing,M,,No,September,1882,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Other,M,,No,May,1882,Unknown,Leg / Foot
Unprovoked,Australia,,Diving,M,,Yes,May,1882,Unknown,Body / Abdomen
Unprovoked,Australia,New South Wales,Fishing,M,,Yes,April,1882,Unknown,Unspecified / Multiple
Unprovoked,Australia,,Diving,M,,Yes,February,1882,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Swimming,M,,Yes,January,1882,Unknown,Unspecified / Multiple
Unprovoked,British Indian Ocean Territory,,Other,M,,Yes,January,1882,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,No,,1882,Unknown,Head / Neck
Unprovoked,Australia,Queensland,Unknown,M,,No,,1882,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Swimming,M,,Unknown,November,1881,Unknown,Unspecified / Multiple
Unconfirmed,United States,Florida,Swimming,M,18,Unknown,October,1881,Unknown,Unspecified / Multiple
Unprovoked,United States,North Carolina,Swimming,M,,Yes,September,1881,Unknown,Unspecified / Multiple
Unprovoked,,Western Banks,Swimming,M,20,Yes,August,1881,Unknown,Unspecified / Multiple
Unprovoked,United States,Rhode Island,Swimming,M,,No,August,1881,Unknown,Unspecified / Multiple
Unprovoked,,,Swimming,M,,No,July,1881,Unknown,Unspecified / Multiple
Unprovoked,United States,Alabama,Other,M,23,Yes,June,1881,Unknown,Unspecified / Multiple
Unprovoked,India,,Unknown,,,Yes,,1881,Unknown,Unspecified / Multiple
Watercraft,Italy,Sicily,Fishing,M,,No,,1881,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,12,Yes,November,1880,Bull Shark,Unspecified / Multiple
Sea Disaster,Australia,New South Wales,Fishing,M,,Yes,October,1880,Unknown,Unspecified / Multiple
Unprovoked,Mozambique,,Swimming,M,,Yes,August,1880,Unknown,Leg / Foot
Watercraft,United States,New York,Boating,M,,No,July,1880,Great White Shark,Unspecified / Multiple
Unprovoked,India,West Bengal,Unknown,M,20,No,May,1880,Unknown,Leg / Foot
Unprovoked,India,West Bengal,Swimming,F,60,No,May,1880,Unknown,Leg / Foot
Unconfirmed,Mexico,Guerro,Unknown,M,,Unknown,May,1880,Unknown,Unspecified / Multiple
Unprovoked,India,West Bengal,Swimming,M,,Yes,May,1880,Unknown,Arm
Unprovoked,India,West Bengal,Swimming,M,11,Yes,May,1880,Unknown,Leg / Foot
Watercraft,Australia,New South Wales,Fishing,,,No,January,1880,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,F,13,No,January,1880,Unknown,Leg / Foot
Unconfirmed,Syrian Arab Republic,,Diving,M,,Unknown,,1880,Unknown,Unspecified / Multiple
Unconfirmed,United States,Florida,Unknown,M,,Unknown,,1880,Unknown,Body / Abdomen
Unprovoked,Solomon Islands,Guadalcanal Province,Unknown,M,,No,,1880,Unknown,Leg / Foot
Unprovoked,New Zealand,South Island,Unknown,M,,No,,1880,Unknown,Unspecified / Multiple
Unprovoked,India,Andaman Islands,Swimming,M,23,Yes,December,1879,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,No,November,1879,Unknown,Leg / Foot
Provoked,Spain,Valencia,Fishing,,,No,September,1879,Great White Shark,Unspecified / Multiple
Sea Disaster,Fiji,Lau Group,Unknown,M,,No,August,1879,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Swimming,M,,No,July,1879,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Other,M,19,Yes,March,1879,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Other,M,,Unknown,March,1879,Unknown,Unspecified / Multiple
Unprovoked,United States,Mississippi,Swimming,M,,Yes,,1879,Tiger Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,No,November,1878,Caribbean Reef Shark,Leg / Foot
Unprovoked,Indonesia,East Java,Swimming,M,22,Yes,October,1878,Great White Shark,Unspecified / Multiple
Unprovoked,,,Other,M,,Yes,October,1878,Unknown,Unspecified / Multiple
Provoked,United States,Connecticut,Fishing,M,,No,September,1878,Unknown,Leg / Foot
Sea Disaster,British Indian Ocean Territory,Off the coast of West Africa,Surfing,M,,No,September,1878,Unknown,Leg / Foot
Sea Disaster,British Indian Ocean Territory,Off the coast of West Africa,Surfing,M,,Yes,September,1878,Unknown,Unspecified / Multiple
Unprovoked,United States,New York,Swimming,M,,Yes,August,1878,Great White Shark,Unspecified / Multiple
Unprovoked,United States,New York,Swimming,M,14,Yes,August,1878,Unknown,Unspecified / Multiple
Unprovoked,Philippines,Misamis Oriental,Unknown,F,,Yes,June,1878,Unknown,Unspecified / Multiple
Unprovoked,Guinea,,Unknown,M,,No,March,1878,Unknown,Unspecified / Multiple
Sea Disaster,South Africa,Western Cape Province,Other,M,,Yes,February,1878,Unknown,Unspecified / Multiple
Sea Disaster,Brazil,,Other,M,,Yes,February,1878,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,11,Yes,,1878,Unknown,Leg / Foot
Sea Disaster,Fiji,,Unknown,,,Yes,December,1877,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,11,No,December,1877,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Other,M,,Yes,December,1877,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Fishing,M,,No,September,1877,Great White Shark,Unspecified / Multiple
Unconfirmed,India,,Unknown,M,,Unknown,August,1877,Unknown,Unspecified / Multiple
Provoked,Australia,Tasmania,Unknown,M,,No,April,1877,Bronze Whaler Shark,Hand / Fingers
Unprovoked,Australia,Victoria,Swimming,M,,No,April,1877,Unknown,Leg / Foot
Unprovoked,Italy,Strait of Messina,Swimming,M,,No,March,1877,Unknown,Unspecified / Multiple
Unprovoked,Fiji,Viti Levu Island,Unknown,M,15,No,March,1877,Unknown,Leg / Foot
Unprovoked,Australia,Victoria,Fishing,M,,No,February,1877,Unknown,Hand / Fingers
Unprovoked,Australia,Victoria,Swimming,M,,Yes,January,1877,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,F,,No,January,1877,Great White Shark,Unspecified / Multiple
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,M,,Unknown,January,1877,Unknown,Body / Abdomen
Unprovoked,India,Hoogly River,Unknown,M,,No,,1877,Unknown,Leg / Foot
Unprovoked,United States,New York,Fishing,M,,Yes,October,1876,Unknown,Unspecified / Multiple
Unprovoked,Greece,Cyclades archipelago,Diving,M,,Yes,September,1876,Unknown,Unspecified / Multiple
Unprovoked,United States,Georgia,Swimming,M,,No,June,1876,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Swimming,M,,Yes,May,1876,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,M,,Yes,February,1876,Unknown,Unspecified / Multiple
Unprovoked,Lebanon,Mount Lebanon,Diving,M,,Yes,,1876,Unknown,Unspecified / Multiple
Unprovoked,Greenland,"Between Hastings & Fairlight, Sussex",Unknown,M,,No,,1876,Porbeagle Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Diving,M,,No,,1876,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Unknown,M,,Yes,,1876,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Fishing,M,,No,November,1875,Unknown,Leg / Foot
Unconfirmed,South Africa,KwaZulu-Natal,Unknown,,,Unknown,August,1875,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,3,Yes,March,1875,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Queensland,Swimming,M,,Unknown,January,1875,Unknown,Head / Neck
Unprovoked,Australia,Queensland,Swimming,M,,No,November,1874,Great White Shark,Leg / Foot
Unprovoked,Australia,Western Australia,Boating,M,,Yes,,1875,Unknown,Unspecified / Multiple
Watercraft,Croatia,Zadar County,Fishing,,,No,November,1874,Unknown,Unspecified / Multiple
Watercraft,France,,Fishing,,,No,July,1874,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Fishing,M,,No,July,1874,Unknown,Leg / Foot
Unprovoked,United States,New York,Swimming,M,,No,July,1874,Great White Shark,Unspecified / Multiple
Unprovoked,Mexico,Veracruz,Swimming,M,,Yes,June,1874,Unknown,Unspecified / Multiple
Unprovoked,Kiribati,Gilbert Islands,Boating,M,,Yes,June,1874,Unknown,Unspecified / Multiple
Unprovoked,,,Fishing,M,,No,June,1874,Unknown,Unspecified / Multiple
Sea Disaster,Honduras,,Other,M,,Yes,June,1874,Unknown,Unspecified / Multiple
Watercraft,Canada,Newfoundland and Labrador,Fishing,M,,No,April,1874,Great White Shark,Unspecified / Multiple
Sea Disaster,Tuvalu,,Other,,,Yes,,1874,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,No,January,1874,Unknown,Leg / Foot
Provoked,United States,Maryland,Fishing,M,,No,July,1873,Unknown,Leg / Foot
Unconfirmed,Australia,New South Wales,Swimming,M,,Unknown,June,1873,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,,No,January,1873,Hammerhead Shark,Unspecified / Multiple
Unprovoked,Cuba,Havana Province,Swimming,M,27,No,November,1873,Unknown,Leg / Foot
Unprovoked,India,,Swimming,M,,Yes,November,1872,Unknown,Unspecified / Multiple
Unconfirmed,Singapore,,Unknown,M,,Unknown,November,1872,Unknown,Unspecified / Multiple
Sea Disaster,Bahamas,Abaco Islands,Surfing,M,,Yes,October,1872,Unknown,Unspecified / Multiple
Unconfirmed,Croatia,,Fishing,M,,Unknown,August,1872,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Boating,M,,No,April,1872,Unknown,Leg / Foot
Sea Disaster,Australia,Queensland,Other,,,Yes,February,1872,Unknown,Unspecified / Multiple
Unconfirmed,Fiji,Lomaiviti Provine,Other,M,,Unknown,January,1872,Unknown,Unspecified / Multiple
Sea Disaster,British Indian Ocean Territory,Off the coast of South America,Other,M,,No,,1872,Unknown,Leg / Foot
Unconfirmed,Australia,New South Wales,Unknown,M,,Unknown,December,1871,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Fishing,M,,No,August,1871,Unknown,Unspecified / Multiple
Provoked,United States,New York,Fishing,M,,No,August,1871,Unknown,Hand / Fingers
Unprovoked,Sri Lanka,Eastern Province,Swimming,M,,No,May,1871,Unknown,Leg / Foot
Unconfirmed,Guyana,,Other,M,,Unknown,May,1871,Unknown,Unspecified / Multiple
Unprovoked,India,"22ºN, 88ºE",Swimming,M,30,Yes,March,1871,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Unknown,M,,Yes,,1871,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Unknown,M,,No,,1871,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Fishing,M,,No,,1871,Unknown,Unspecified / Multiple
Unprovoked,United States,North Carolina,Swimming,M,,No,July,1870,Unknown,Leg / Foot
Unprovoked,India,"22ºN, 88ºE",Swimming,M,40,No,June,1870,Unknown,Arm
Unprovoked,India,West Bengal,Swimming,M,40,No,June,1870,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Fishing,M,13,No,May,1870,Unknown,Leg / Foot
Unprovoked,India,"22ºN, 88ºE",Swimming,M,39,No,May,1870,Unknown,Arm
Unprovoked,India,"22ºN, 88ºE",Swimming,M,40,No,May,1870,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Swimming,M,17,No,January,1870,Unknown,Leg / Foot
Unconfirmed,Australia,Tasmania,Boating,M,,Unknown,,1870,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Fishing,M,,No,April,1869,Tiger Shark,Leg / Foot
Unconfirmed,,,Other,M,,Unknown,April,1869,Unknown,Unspecified / Multiple
Unprovoked,Italy,Adriatic Sea,Unknown,M,,Yes,September,1868,Great White Shark,Unspecified / Multiple
Unprovoked,India,Hoogly River,Other,M,35,Yes,May,1868,Unknown,Leg / Foot
Sea Disaster,Viet Nam,,Other,M,,Yes,January,1868,Unknown,Unspecified / Multiple
Sea Disaster,Australia,South Australia,Fishing,,,No,January,1868,Unknown,Unspecified / Multiple
Unprovoked,Australia,Torres Strait,Swimming,M,,Yes,October,1868,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,,1868,Tiger Shark,Leg / Foot
Unprovoked,Egypt,,Swimming,M,,Yes,August,1867,Unknown,Unspecified / Multiple
Unprovoked,Mexico,Veracruz,Other,M,,Yes,August,1867,Unknown,Unspecified / Multiple
Sea Disaster,Cuba,Villa Clara Province,Other,M,,Yes,June,1867,Unknown,Unspecified / Multiple
Watercraft,Australia,Victoria,Unknown,,,No,January,1867,Unknown,Unspecified / Multiple
Unprovoked,Cuba,Matanzas Province (north coast),Swimming,M,,Yes,,1867,Unknown,Body / Abdomen
Unprovoked,United States,Alabama,Swimming,M,,Yes,July,1866,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Western Australia,Other,M,,Unknown,April,1866,Unknown,Body / Abdomen
Unprovoked,United States,New York,Swimming,M,17,No,September,1865,Unknown,Unspecified / Multiple
Unprovoked,United States,Texas,Swimming,M,,Yes,July,1865,Unknown,Unspecified / Multiple
Watercraft,South Africa,Western Cape Province,Fishing,M,,Yes,March,1865,Unknown,Unspecified / Multiple
Watercraft,Australia,South Australia,Swimming,,,No,,1865,Unknown,Unspecified / Multiple
Sea Disaster,United States,North Carolina,Other,M,,Yes,October,1864,Unknown,Unspecified / Multiple
