Type,Country,State,Activity,Sex,Age,Fatal Y/N,Month,Year,Species,Body Part
Provoked,France,Alpes Maritime,Fishing,M,,No,September,1864,Great White Shark,Unspecified / Multiple
Unprovoked,Poland,Edinburgh,Unknown,M,,No,September,1864,Great White Shark,Leg / Foot
Unprovoked,United States,New York,Swimming,M,13,No,August,1864,Unknown,Leg / Foot
Unprovoked,Madagascar,,Other,M,,Yes,August,1864,Unknown,Unspecified / Multiple
Unprovoked,Spain,Eastern Catalona,Swimming,M,,Yes,July,1864,Unknown,Unspecified / Multiple
Unprovoked,Mauritius,300 miles east of Mauritius,Other,M,,Yes,May,1864,Unknown,Unspecified / Multiple
Unprovoked,China,,Swimming,M,,Unknown,April,1864,Unknown,Unspecified / Multiple
Unprovoked,Mauritius,,Other,M,,Yes,April,1864,Unknown,Unspecified / Multiple
Unprovoked,Panama,Colón Province,Other,M,,Yes,January,1864,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,Foveaux Strait,Other,M,,Yes,January,1864,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,January,1864,Unknown,Unspecified / Multiple
Unprovoked,Indonesia,Sumatra,Swimming,M,,Yes,,1864,Unknown,Unspecified / Multiple
Unconfirmed,Australia,South Australia,Swimming,M,,Unknown,,1864,Unknown,Unspecified / Multiple
Unprovoked,Guinea,Conakry Region,Swimming,M,18,Yes,December,1863,Unknown,Leg / Foot
Unprovoked,United States,South Carolina,Swimming,M,,No,September,1863,Unknown,Unspecified / Multiple
Provoked,United States,Hawaii,Fishing,M,,No,July,1863,Unknown,Hand / Fingers
Unprovoked,Australia,Queensland,Other,M,,Yes,April,1863,Great White Shark,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,M,,No,March,1863,Unknown,Body / Abdomen
Unconfirmed,South Africa,KwaZulu-Natal,Swimming,M,26,Unknown,February,1863,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,17,Yes,January,1863,Unknown,Unspecified / Multiple
Unprovoked,Cocos (Keeling) Islands,,Other,M,,Yes,,1863,Unknown,Unspecified / Multiple
Unprovoked,Iceland,,Other,M,,Yes,,1863,Unknown,Unspecified / Multiple
Unprovoked,Iceland,,Other,M,,Yes,,1863,Unknown,Unspecified / Multiple
Unprovoked,Greece,Corfu,Swimming,M,,Yes,,1863,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,28,No,December,1862,Unknown,Leg / Foot
Unprovoked,Australia,Queensland,Other,M,,Yes,December,1862,Unknown,Unspecified / Multiple
Unconfirmed,New Zealand,South Island,Unknown,,,Unknown,December,1862,Unknown,Unspecified / Multiple
Unprovoked,Spain,,Swimming,F,,No,August,1862,Unknown,Unspecified / Multiple
Unconfirmed,Spain,Malaga,Unknown,M,,Unknown,August,1862,Unknown,Unspecified / Multiple
Unprovoked,Spain,Malaga,Swimming,M,18,Yes,July,1862,Unknown,Unspecified / Multiple
Unprovoked,Spain,Cádiz,Unknown,M,18,Yes,July,1862,Great White Shark,Unspecified / Multiple
Unprovoked,Spain,Cádiz,Swimming,M,,Yes,July,1862,Great White Shark,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Unknown,M,,No,June,1862,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,,No,May,1862,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Unknown,F,,No,,1862,Unknown,Unspecified / Multiple
Unprovoked,Japan,Bonin Islands,Swimming,M,,Yes,,1862,Unknown,Unspecified / Multiple
Unprovoked,Singapore,,Swimming,M,,Yes,November,1861,Unknown,Unspecified / Multiple
Unprovoked,Cuba,,Surfing,M,,No,September,1861,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,March,1861,Unknown,Unspecified / Multiple
Unprovoked,Cameroon,Fernando Po Island,Swimming,M,,Yes,February,1861,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,,No,January,1861,Unknown,Hand / Fingers
Unprovoked,Australia,New South Wales,Swimming,M,,No,December,1860,Unknown,Leg / Foot
Sea Disaster,Canada,Nova Scotia,Fishing,M,,Yes,October,1860,Unknown,Unspecified / Multiple
Unprovoked,United States,New York,Swimming,M,,No,August,1860,Unknown,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,No,April,1860,Unknown,Leg / Foot
Unprovoked,New Zealand,North Island,Swimming,M,,Yes,April,1860,Bull Shark,Leg / Foot
Sea Disaster,Cook Islands,Mangaia Island,Other,M,,Yes,March,1860,Unknown,Unspecified / Multiple
Unprovoked,Bahamas,New Providence Island,Other,M,,Yes,March,1860,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Other,M,21,Yes,March,1859,Unknown,Unspecified / Multiple
Unconfirmed,United States,New York,Swimming,M,,Unknown,August,1858,Unknown,Unspecified / Multiple
Unconfirmed,United States,New York,Swimming,M,,Unknown,August,1858,Unknown,Body / Abdomen
Unprovoked,Trinidad and Tobago,,Swimming,M,,No,April,1858,Unknown,Leg / Foot
Unprovoked,Australia,Victoria,Swimming,M,22,Yes,March,1858,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,M,,Yes,January,1858,Unknown,Unspecified / Multiple
Unprovoked,Tonga,Vava'u,Other,M,,Yes,January,1858,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,,Yes,May,1857,Unknown,Unspecified / Multiple
Unprovoked,Fiji,,Swimming,M,,Yes,November,1856,Unknown,Unspecified / Multiple
Unprovoked,,,Swimming,M,22,Yes,November,1856,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Isle of Wight,Swimming,M,,Yes,June,1856,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,M,17,Unknown,February,1856,Unknown,Leg / Foot
Unprovoked,Australia,Victoria,Swimming,M,,Yes,November,1855,Unknown,Unspecified / Multiple
Sea Disaster,United States,North Carolina,Other,M,,No,September,1855,Unknown,Leg / Foot
Unprovoked,,,Swimming,M,,Yes,July,1855,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Other,F,,Yes,April,1855,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Other,M,,Yes,March,1855,Unknown,Unspecified / Multiple
Unprovoked,Solomon Islands,Makira-Ulawa Province,Swimming,M,,Yes,February,1855,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Swimming,M,,Unknown,,1855,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,No,November,1853,Unknown,Leg / Foot
Unprovoked,United States,North Carolina,Diving,M,,No,September,1853,Great White Shark,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,,Yes,July,1853,Tiger Shark,Unspecified / Multiple
Unprovoked,Greece,Corfu,Swimming,M,,No,April,1853,Bronze Whaler Shark,Leg / Foot
Unprovoked,Australia,Queensland,Other,M,,Yes,,1853,Unknown,Unspecified / Multiple
Unprovoked,United States,North Carolina,Diving,M,,No,September,1853,Great White Shark,Unspecified / Multiple
Unconfirmed,United States,South Carolina,Other,M,,Unknown,,1853,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,Yes,,1853,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Swimming,M,,Unknown,December,1852,Unknown,Unspecified / Multiple
Provoked,British Indian Ocean Territory,Between Australia & USA,Fishing,M,,No,October,1852,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Other,M,,Yes,October,1852,Unknown,Unspecified / Multiple
Unprovoked,Tonga,Tongatapu,Other,M,,Yes,August,1852,Unknown,Unspecified / Multiple
Unprovoked,United States,Virginia,Swimming,M,,Yes,August,1852,Unknown,Unspecified / Multiple
Unconfirmed,British Indian Ocean Territory,,Unknown,F,1,Unknown,July,1852,Unknown,Unspecified / Multiple
Unprovoked,South Africa,KwaZulu-Natal,Swimming,M,,Yes,May,1852,Unknown,Unspecified / Multiple
Sea Disaster,South Africa,Western Cape Province,Other,M,,Yes,February,1852,Great White Shark,Unspecified / Multiple
Unprovoked,New Zealand,North Island,Swimming,M,,Yes,January,1852,Great White Shark,Leg / Foot
Unprovoked,United States,South Carolina,Swimming,M,,Yes,,1852,Unknown,Body / Abdomen
Unprovoked,Mexico,Oaxaca,Swimming,M,,Yes,June,1851,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,M,,Yes,March,1851,Unknown,Unspecified / Multiple
Unprovoked,United States,California,Diving,M,,No,,1851,Great White Shark,Unspecified / Multiple
Unprovoked,United States,Hawaii,Swimming,M,,Yes,October,1850,Unknown,Unspecified / Multiple
Unprovoked,Nicaragua,Lake Nicaragua (fresh water),Swimming,M,,Yes,,1850,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Unknown,M,,Yes,December,1849,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,Yes,December,1849,Unknown,Unspecified / Multiple
Unprovoked,Peru,,Swimming,M,,Yes,October,1849,Unknown,Unspecified / Multiple
Unprovoked,Australia,Victoria,Swimming,M,,Yes,September,1849,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,Yes,June,1849,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,F,,Yes,June,1849,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Other,M,,Unknown,January,1849,Unknown,Body / Abdomen
Unprovoked,United States,Maryland,Swimming,M,15,No,August,1848,Unknown,Leg / Foot
Unconfirmed,United States,Massachusetts,Unknown,M,,Unknown,July,1848,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Norfolk,Other,M,,No,July,1848,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Swimming,M,,No,November,1847,Unknown,Leg / Foot
Unprovoked,United States,Massachusetts,Swimming,M,,No,September,1847,Unknown,Arm
Unprovoked,Greece,Corfu,Swimming,M,19,Yes,July,1847,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Other,M,,No,July,1847,Unknown,Arm
Sea Disaster,Australia,Queensland,Other,M,,No,March,1847,Unknown,Leg / Foot
Sea Disaster,Mexico,,Other,,,Yes,February,1847,Unknown,Unspecified / Multiple
Unprovoked,Australia,Queensland,Unknown,,,No,,1847,Unknown,Leg / Foot
Unconfirmed,United States,South Carolina,Swimming,M,,Unknown,,1847,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Other,M,,No,,1847,Unknown,Hand / Fingers
Sea Disaster,Mexico,Veracruz,Other,M,,Yes,December,1846,Unknown,Unspecified / Multiple
Unprovoked,Central African Republic,,Other,M,,Yes,September,1846,Unknown,Unspecified / Multiple
Unprovoked,Cuba,Havana Province,Swimming,M,,No,August,1846,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Fishing,M,,Yes,December,1845,Unknown,Unspecified / Multiple
Unprovoked,Mexico,Vera Cruz,Swimming,M,,Yes,November,1845,Unknown,Unspecified / Multiple
Unprovoked,Greenland,,Unknown,M,,No,September,1845,Unknown,Leg / Foot
Unprovoked,United States,Florida,Other,M,,Yes,September,1845,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Other,M,,Yes,July,1845,Unknown,Unspecified / Multiple
Unprovoked,Sierra Leone,,Unknown,M,,Yes,,1845,Unknown,Unspecified / Multiple
Unprovoked,Namibia,,Other,M,,Yes,July,1844,Unknown,Unspecified / Multiple
Unprovoked,Algeria,,Swimming,M,,Yes,,1844,Unknown,Unspecified / Multiple
Unprovoked,"Bolivia, Plurinational State of",Island of St. Thomas,Other,M,,Yes,May,1844,Unknown,Unspecified / Multiple
Unprovoked,Madagascar,,Other,M,,Yes,,1844,Unknown,Unspecified / Multiple
Unprovoked,United States,New Jersey,Swimming,M,15,No,July,1842,Unknown,Leg / Foot
Provoked,United States,New Jersey,Swimming,,,No,July,1842,Unknown,Leg / Foot
Unprovoked,India,Tamil Nadu,Surfing,M,,Yes,,1842,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Other,M,,No,,1842,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,Yes,March,1841,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Swimming,M,,Yes,December,1840,Unknown,Unspecified / Multiple
Unprovoked,Fiji,Viti Levu Island,Unknown,M,,No,September,1840,Unknown,Leg / Foot
Unprovoked,United States,South Carolina,Other,M,,Yes,July,1840,Great White Shark,Body / Abdomen
Unprovoked,India,,Swimming,M,,Yes,April,1840,Unknown,Unspecified / Multiple
Watercraft,Australia,Tasmania,Boating,,,No,February,1840,Unknown,Unspecified / Multiple
Unconfirmed,Australia,New South Wales,Unknown,M,,Unknown,November,1839,Unknown,Head / Neck
Unprovoked,Cuba,Matanzas Province (north coast),Boating,M,,Yes,April,1839,Caribbean Reef Shark,Unspecified / Multiple
Unprovoked,Australia,South Australia,Other,M,,Yes,,1839,Unknown,Unspecified / Multiple
Unprovoked,Fiji,Viti Levu Island,Unknown,M,29,No,,1839,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,,No,September,1837,Unknown,Leg / Foot
Unprovoked,United States,New York,Swimming,M,,No,July,1837,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Swimming,M,12,Yes,January,1837,Unknown,Unspecified / Multiple
Unconfirmed,United States,South Carolina,Unknown,M,,Unknown,,1837,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Cumberland,Swimming,M,,Yes,August,1836,Unknown,Unspecified / Multiple
Unconfirmed,Spain,,Unknown,,,Unknown,,1836,Unknown,Unspecified / Multiple
Unprovoked,Australia,South Australia,Unknown,,,Unknown,,1836,Unknown,Unspecified / Multiple
Unprovoked,Vanuatu,Sanma Province,Swimming,M,,Yes,February,1835,Unknown,Unspecified / Multiple
Unprovoked,Oman,35º39 : 165º8',Other,M,,No,January,1835,Unknown,Unspecified / Multiple
Unprovoked,French Polynesia,Society Islands,Swimming,F,,Yes,July,1834,Hammerhead Shark,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Fishing,F,,No,June,1832,Unknown,Leg / Foot
Unprovoked,Australia,New South Wales,Swimming,M,,No,January,1832,Unknown,Leg / Foot
Watercraft,United States,CUBA,Other,M,,Yes,August,1831,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Tasmania,Fishing,M,,Unknown,January,1831,Unknown,Unspecified / Multiple
Unprovoked,United States,Massachusetts,Fishing,M,52,Yes,July,1830,Unknown,Unspecified / Multiple
Unprovoked,India,Tamil Nadu,Swimming,M,,Yes,July,1830,Unknown,Unspecified / Multiple
Unprovoked,India,Tamil Nadu,Swimming,M,,Yes,April,1830,Unknown,Unspecified / Multiple
Unprovoked,,,Unknown,M,,Yes,April,1830,Unknown,Unspecified / Multiple
Unprovoked,Sierra Leone,Western Area,Unknown,M,,No,July,1829,Unknown,Hand / Fingers
Unprovoked,United States,New Jersey,Other,M,,Yes,June,1829,Unknown,Unspecified / Multiple
Sea Disaster,CARIBBEAN SEA,,Other,M,,Yes,,1829,Unknown,Unspecified / Multiple
Unprovoked,Sierra Leone,Western Area,Swimming,M,17,No,September,1828,Unknown,Leg / Foot
Unprovoked,United States,Hawaii,Surfing,M,,Yes,,1828,Unknown,Unspecified / Multiple
Unprovoked,Sierra Leone,Western Area,Swimming,M,,No,June,1827,Unknown,Leg / Foot
Unprovoked,Sierra Leone,Western Area,Swimming,M,,No,June,1827,Unknown,Leg / Foot
Unprovoked,Egypt,,Unknown,M,,Yes,,1827,Unknown,Leg / Foot
Unprovoked,Brazil,Paraíba,Unknown,M,,No,December,1826,Unknown,Leg / Foot
Unprovoked,Ghana,Cape Coast,Swimming,M,,Yes,November,1826,Unknown,Unspecified / Multiple
Sea Disaster,Cuba,,Other,M,,Yes,August,1826,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Cumberland,Swimming,,,Unknown,August,1826,Unknown,Unspecified / Multiple
Unprovoked,Jamaica,,Other,M,,Yes,May,1826,Unknown,Unspecified / Multiple
Unprovoked,Australia,Tasmania,Swimming,M,,Yes,,1825,Unknown,Unspecified / Multiple
Unconfirmed,Australia,Western Australia,Unknown,M,,No,,1825,Unknown,Arm
Unconfirmed,Jamaica,,Unknown,,,Unknown,December,1823,Unknown,Unspecified / Multiple
Unprovoked,Nigeria,Rivers State,Unknown,,,Yes,April,1822,Unknown,Unspecified / Multiple
Unconfirmed,Spain,,Unknown,M,,Unknown,July,1819,Unknown,Unspecified / Multiple
Unconfirmed,Norway,,Unknown,M,,Unknown,May,1818,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Swimming,M,,Yes,June,1817,Unknown,Unspecified / Multiple
Unprovoked,India,Maharashtra,Swimming,M,,Yes,June,1817,Unknown,Unspecified / Multiple
Unprovoked,Sri Lanka,Western Province,Swimming,M,22,Yes,May,1817,Unknown,Unspecified / Multiple
Unprovoked,Sri Lanka,,Other,M,,No,February,1817,Unknown,Body / Abdomen
Unprovoked,United States,Rhode Island,Swimming,M,,Yes,September,1816,Unknown,Unspecified / Multiple
Unprovoked,Trinidad and Tobago,,Swimming,M,,Yes,October,1815,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Devon,Swimming,M,,No,May,1812,Mako Shark,Leg / Foot
Unprovoked,,,Other,M,,Yes,March,1811,Unknown,Unspecified / Multiple
Unprovoked,United States,South Carolina,Other,M,,Yes,September,1810,Unknown,Unspecified / Multiple
Unprovoked,Jamaica,Kingston Parish,Swimming,M,,Yes,December,1808,Unknown,Unspecified / Multiple
Sea Disaster,Antigua and Barbuda,,Unknown,,,Unknown,May,1808,Unknown,Unspecified / Multiple
Unprovoked,India,,Swimming,M,,Yes,February,1808,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Unknown,M,,No,January,1807,Unknown,Unspecified / Multiple
Sea Disaster,United States,,Unknown,M,,Unknown,August,1896,Unknown,Unspecified / Multiple
Unconfirmed,United States,New York,Unknown,M,,Unknown,September,1805,Unknown,Unspecified / Multiple
Watercraft,Australia,New South Wales,Unknown,,,No,February,1804,Unknown,Unspecified / Multiple
Sea Disaster,United States,South Carolina,Unknown,M,,No,May,1803,Unknown,Unspecified / Multiple
Unprovoked,Australia,Western Australia,Unknown,M,,No,March,1803,Unknown,Unspecified / Multiple
Unprovoked,India,,Unknown,,,Yes,April,1802,Unknown,Unspecified / Multiple
Provoked,,,Other,M,,Yes,December,1801,Great White Shark,Unspecified / Multiple
Unprovoked,Seychelles,St. Anne,Other,F,,Yes,,1800,Unknown,Unspecified / Multiple
Unprovoked,,,Other,,,Yes,May,1797,Unknown,Unspecified / Multiple
Provoked,Greenland,,Fishing,M,,Yes,September,1792,Unknown,Unspecified / Multiple
Unprovoked,Australia,New South Wales,Unknown,F,,Yes,,1791,Unknown,Unspecified / Multiple
Watercraft,Australia,New South Wales,Fishing,,,No,May,1788,Unknown,Unspecified / Multiple
Unprovoked,,St Helena,Swimming,M,,Yes,July,1787,Unknown,Unspecified / Multiple
Unprovoked,Barbados,,Swimming,M,,Yes,August,1786,Unknown,Unspecified / Multiple
Unprovoked,Greenland,Sussex,Unknown,M,,Yes,September,1785,Tiger Shark,Unspecified / Multiple
Unprovoked,Jamaica,,Swimming,M,,Yes,December,1784,Unknown,Unspecified / Multiple
Sea Disaster,Martinique,,Unknown,M,,Yes,March,1783,Unknown,Unspecified / Multiple
Unprovoked,United States,Florida,Swimming,M,,Yes,August,1780,Unknown,Unspecified / Multiple
Unprovoked,United States,Hawaii,Surfing,M,,Yes,,1779,Unknown,Unspecified / Multiple
Unprovoked,Guinea,,Other,M,,Yes,,1776,Unknown,Unspecified / Multiple
Watercraft,Greenland,,Unknown,,,Yes,,1776,Great White Shark,Unspecified / Multiple
Unprovoked,United States,,Fishing,M,,Yes,July,1771,Unknown,Unspecified / Multiple
Unconfirmed,France,Côte d'Azur,Swimming,M,,Unknown,,1767,Great White Shark,Leg / Foot
Unprovoked,Spain,,Swimming,M,,Yes,,1764,Unknown,Unspecified / Multiple
Unprovoked,France,,Other,M,,No,,1758,Unknown,Unspecified / Multiple
Unprovoked,Jamaica,,Other,M,,Yes,October,1753,Unknown,Unspecified / Multiple
Unprovoked,United States,Massachusetts,Swimming,M,,Yes,July,1751,Unknown,Unspecified / Multiple
Unprovoked,Cuba,Havana Province,Swimming,M,14,No,,1749,Unknown,Leg / Foot
Unprovoked,Sweden,Skagerrak arm of the North Sea,Unknown,M,,Unknown,,1755,Unknown,Unspecified / Multiple
Unprovoked,Panama,Las Perlas archipelago,Diving,M,,Yes,,1748,Unknown,Unspecified / Multiple
Unprovoked,,,Swimming,M,,Yes,December,1742,Unknown,Unspecified / Multiple
Unprovoked,Italy,Sicily,Swimming,M,,Yes,April,1738,Unknown,Unspecified / Multiple
Unconfirmed,Iceland,Bardestrand,Unknown,,,Unknown,,1733,Unknown,Unspecified / Multiple
Unprovoked,Croatia,,Unknown,M,,Unknown,,1723,Unknown,Leg / Foot
Unprovoked,Italy,Sardinia,Swimming,M,,Yes,June,1721,Great White Shark,Unspecified / Multiple
Unprovoked,Barbados,Southwest coast,Swimming,M,19,No,March,1703,Unknown,Leg / Foot
Unprovoked,France,,Unknown,M,,Yes,,1700,Unknown,Unspecified / Multiple
